constellation_id,constellation_name,cron_datetime,region_id,region_name,security_class,security_status,solarsystem_name,star_id,stargates,system_id,write_recipt,x,y,z
20000140,T-W4L3,2017-11-10T01:06:49.678568,10000011,Great Wildlands,I,-0.04622316360473633,B-ROFP,40061175,[30000958],30000961,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,2.73211704062948e+16,5.489348036723972e+16,-9.617543095469658e+16
20000012,Oraron,2017-11-10T01:06:49.678568,10000001,Derelik,B1,0.6658381223678589,Bar,40005449,"[30000107, 30000086, 30000070, 30000082, 30000073]",30000085,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-9.844310717281069e+16,5.415422368893959e+16,-7.427213630951674e+16
20000222,D-YMGR,2017-11-10T01:06:49.678568,10000017,J7HZ-F,,-0.2516663670539856,I9D-0D,40095923,,30001508,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.4486066437610812e+16,1.005828987912904e+17,2.6244306153147027e+17
20000357,UBPU-9,2017-11-10T01:06:49.678568,10000029,Geminate,H2,-0.3853369355201721,QKTR-L,40154642,[30002428],30002431,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-3.435486690528666e+16,7.526318469468437e+16,1.2358526034208586e+17
20000430,A21H-Z,2017-11-10T01:06:49.678568,10000035,Deklein,H3,-0.4953981339931488,3JN9-Q,40186375,[30002935],30002937,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-3.216507301775331e+17,9.298470325564174e+16,3.088793639329329e+17
20000306,Fribrodi,2017-11-10T01:06:49.678568,10000042,Metropolis,E1,0.12730994820594788,Arwa,40132653,"[30002077, 30002081, 30002080, 30002079]",30002078,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.3933146324460534e+17,-2474105007378611.0,4.324617183285913e+16
20000139,AP-S8F,2017-11-10T01:06:49.678568,10000011,Great Wildlands,I,-0.05712909623980522,P1T-LP,40060526,"[30000950, 30000904]",30000949,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,4.262810258815458e+16,2.8409845174221708e+16,-6.664100095247058e+16
20000222,D-YMGR,2017-11-10T01:06:49.678568,10000017,J7HZ-F,,-0.21705681085586548,LH-J8H,40095836,,30001507,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-8445302708730335.0,9.445878158976314e+16,2.5481947428054656e+17
20000089,BVA-YH,2017-11-10T01:06:49.678568,10000007,Cache,F,-0.1933371126651764,E1W-TB,40038311,"[30000615, 30000626]",30000612,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,2.1458593481276256e+17,2828643363890395.0,-9.874258159644902e+16
20000360,ZYL-FT,2017-11-10T01:06:49.678568,10000029,Geminate,H,-0.2041480839252472,KR-V6G,40155931,"[30002451, 30002454]",30002452,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-4.67034619564753e+16,8.742825345426699e+16,1.3877244726329115e+17
20000414,6-CBBM,2017-11-10T01:06:49.678568,10000034,The Kalevala Expanse,K2,-0.14327777922153473,UJXC-B,40179143,"[30002825, 30002826, 30002823]",30002824,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,1.4660483602473312e+17,1.78056726115417e+16,1.2441544902736125e+17
20000338,PGPJ-8,2017-11-10T01:06:49.678568,10000027,Etherium Reach,K5,-0.3157810866832733,0M-24X,40146995,"[30002304, 30002331]",30002308,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,1.6514645724810672e+17,6.983731005938494e+16,2.8385972035362892e+16
20000389,Coriault,2017-11-10T01:06:49.678568,10000032,Sinq Laison,B,0.8924607634544373,Auvergne,40169086,"[30002657, 30002655, 30012715, 30002658, 30002659, 30002661]",30002656,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.856667711037942e+17,4.9319333340331096e+16,2.368359567918528e+16
20000222,D-YMGR,2017-11-10T01:06:49.678568,10000017,J7HZ-F,,-0.11301703006029129,VR3-PS,40095795,,30001506,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,6317514288253174.0,8.549128993242326e+16,2.47056784113421e+17
20000069,1RG-GU,2017-11-10T01:06:49.678568,10000005,Detorid,F,-0.2305845320224762,RZ-PIY,40029699,"[30000476, 30000478, 30000500]",30000477,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,6.9911501196913144e+16,-3.442217755975664e+16,-2.1177487587387654e+17
20000457,R2-BT6,2017-11-10T01:06:49.678568,10000039,Esoteria,G1,-0.3080276548862457,VUAC-Y,40198738,"[30003131, 30003125]",30003129,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-7.758188523479174e+16,-8431677970249444.0,-4.2410960640790246e+17
20000221,F-8DMX,2017-11-10T01:06:49.678568,10000017,J7HZ-F,,-0.009097428992390633,J-JS0D,40095723,,30001505,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,4.861305925400541e+16,6.243636638133124e+16,2.2238326092882416e+17
20000012,Oraron,2017-11-10T01:06:49.678568,10000001,Derelik,B,0.7947781682014465,Asghatil,40005413,"[30000003, 30000082, 30000086]",30000084,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-9.555583148946286e+16,4.335341386568644e+16,-6.14057455879477e+16
20000138,Q-PVMK,2017-11-10T01:06:49.678568,10000011,Great Wildlands,I6,-0.752034068107605,U3K-4A,40060445,[30000945],30000948,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,5397262846990597.0,2.743899544451413e+16,-6.342506630635426e+16
20000457,R2-BT6,2017-11-10T01:06:49.678568,10000039,Esoteria,G,-0.13226056098937988,TEIZ-C,40198677,"[30003132, 30003127, 30003126]",30003128,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-7.530262936819115e+16,5477457228818794.0,-4.2224135448813843e+17
20000089,BVA-YH,2017-11-10T01:06:49.678568,10000007,Cache,F,-0.10709511488676071,2-2EWC,40038200,"[30000616, 30000615, 30000618]",30000611,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,2.1190282583772768e+17,1991642570932008.0,-1.0968345852189771e+17
20000061,B-HLOG,2017-11-10T01:06:49.678568,10000004,UUA-F4,,-9.7093902695633e-07,16-31U,40026369,"[30000424, 30000426]",30000425,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,1.2188091856382565e+17,1.0221204260134742e+17,3.638617998988748e+17
20000288,R-IZDC,2017-11-10T01:06:49.678568,10000022,Stain,G1,-0.302784264087677,T-NNJZ,40125122,"[30001962, 30001957]",30001959,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.2160402563877427e+17,7.830887453650032e+16,-2.6437458217818378e+17
20000449,Vaarma,2017-11-10T01:06:49.678568,10000038,The Bleak Lands,B2,0.40233927965164185,Uusanen,40195527,"[30003070, 30003072, 30003078]",30003077,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.5913300022794726e+17,3.685103244518024e+16,-4.014091699517999e+16
20000385,QZJ-FL,2017-11-10T01:06:49.678568,10000031,Impass,F,-0.130922332406044,DDI-B7,40167679,"[30002630, 30002628]",30002631,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.959928121102487e+16,1.919734401550672e+16,-3.467560256359577e+17
20000457,R2-BT6,2017-11-10T01:06:49.678568,10000039,Esoteria,G,-0.1545208990573883,R-FM0G,40198614,"[30003128, 30003126]",30003127,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-7.872651213317126e+16,6836045993175455.0,-4.1435365708795174e+17
20000131,W-XBGF,2017-11-10T01:06:49.678568,10000010,Tribute,H6,-0.7763798236846924,IMK-K1,40057143,"[30000896, 30000894]",30000895,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-5.975630414324343e+16,9.017787276237755e+16,2.3070147994037837e+17
20000221,F-8DMX,2017-11-10T01:06:49.678568,10000017,J7HZ-F,,-0.02176373079419136,DVAR-P,40095597,,30001504,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,4.461666072723066e+16,6.451758907887643e+16,2.070615323255146e+17
20000460,E-ILCH,2017-11-10T01:06:49.678568,10000039,Esoteria,G1,-0.2549326717853546,R-ARKN,40200116,"[30003153, 30003149, 30004691]",30003151,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-6.4156975117715784e+16,-2.551294573565654e+16,-4.560878571764901e+17
20000147,Tranquility,2017-11-10T01:06:49.678568,10000012,Curse,I,-0.12978705763816833,ZZ-ZWC,40063828,[30001002],30001004,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,5.050949150659334e+16,-2.295848418079358e+16,-1.5501217565856934e+17
20000062,0VFS-G,2017-11-10T01:06:49.678568,10000004,UUA-F4,,-8.473246452922467e-06,U8MM-3,40026512,"[30000428, 30000429]",30000427,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,9.010915190480792e+16,9.65511919408805e+16,3.754105200773653e+17
20000218,I4-DK8,2017-11-10T01:06:49.678568,10000017,J7HZ-F,,-0.1890157163143158,M-FDTD,40094052,,30001479,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,2.982497507501665e+16,6.1954248571013144e+16,1.933888515763911e+17
20000288,R-IZDC,2017-11-10T01:06:49.678568,10000022,Stain,G,-0.20622478425502777,0T-LIB,40125259,[30001958],30001961,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.1864502087602874e+17,7.173224034236482e+16,-2.910103922672608e+17
20000087,4-QV2L,2017-11-10T01:06:49.678568,10000006,Wicked Creek,I,-0.18649324774742126,XEN7-0,40037739,[30000601],30000604,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,9.48939744004458e+16,2.7429542658915644e+16,-1.852087202384981e+17
20000321,IJE6-J,2017-11-10T01:06:49.678568,10000025,Immensea,I5,-0.6862135529518127,DR-427,40139169,"[30002186, 30002180]",30002184,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,7.311103011519582e+16,-9897837065908814.0,-2.4780944653833725e+17
20000147,Tranquility,2017-11-10T01:06:49.678568,10000012,Curse,I,-0.1330498307943344,UW9B-F,40063748,"[30001002, 30001006]",30001003,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,4.711839444884395e+16,-3.2368455012337724e+16,-1.7177978593623917e+17
20000276,XJ-0RG,2017-11-10T01:06:49.678568,10000022,Stain,G,-0.023165522143244743,40GX-P,40119473,"[30001863, 30001868]",30001867,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.4023750083318666e+17,9333128251529066.0,-3.390750845496229e+17
20000147,Tranquility,2017-11-10T01:06:49.678568,10000012,Curse,I,-0.1625193953514099,G-G78S,40063669,"[30001004, 30001003, 30001005, 30001001]",30001002,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,4.7747690214315496e+16,-2.0171814968336884e+16,-1.596766110102235e+17
20000221,F-8DMX,2017-11-10T01:06:49.678568,10000017,J7HZ-F,,-0.008158372715115547,6-23NU,40095544,,30001503,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,5.073082169659489e+16,5.787188973899236e+16,2.163460119246691e+17
20000343,ICH-B6,2017-11-10T01:06:49.678568,10000027,Etherium Reach,K4,-0.22210092842578888,NWX-LI,40148876,"[30002342, 30002341, 30002339, 30002343]",30002340,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,1.6043017096802912e+17,4.135374018038616e+16,4.175844451710636e+16
20000218,I4-DK8,2017-11-10T01:06:49.678568,10000017,J7HZ-F,,-0.06825871765613556,HD3-JK,40094258,,30001482,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,3.5568339006019572e+16,8.175393117383038e+16,1.9251206473879235e+17
20000457,R2-BT6,2017-11-10T01:06:49.678568,10000039,Esoteria,G,-0.16400180757045746,F-UVBV,40198534,"[30003128, 30003130, 30003127, 30003125]",30003126,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-7.881929645604432e+16,3522730385579387.0,-4.190772119154657e+17
20000344,SLYP-5,2017-11-10T01:06:49.678568,10000027,Etherium Reach,K7,-0.6922006011009216,WU9-ZR,40149494,"[30002346, 30002345]",30002348,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,1.9406297249871616e+17,4.937945047684932e+16,3.481977433470262e+16
20000147,Tranquility,2017-11-10T01:06:49.678568,10000012,Curse,I,-0.12476280331611633,H-ADOC,40063568,"[30000657, 30001005, 30001035, 30001002, 30001031]",30001001,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,4.09595664947676e+16,-1.4530994193459864e+16,-1.57004743269392e+17
20000084,R-M719,2017-11-10T01:06:49.678568,10000006,Wicked Creek,I3,-0.5285758376121521,Q-GQHN,40036704,"[30000579, 30000585, 30000582, 30000580]",30000586,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,7.229204588006995e+16,1.526332079331572e+16,-1.7147639032301555e+17
20000430,A21H-Z,2017-11-10T01:06:49.678568,10000035,Deklein,H4,-0.5621141195297241,OWXT-5,40186293,"[30002938, 30002934, 30002932]",30002936,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-3.1724025255127846e+17,9.995402404183936e+16,3.284105080364775e+17
20000263,NPL-WH,2017-11-10T01:06:49.678568,10000021,Outer Passage,K3,-0.4322679340839386,XDTW-F,40113766,"[30001777, 30001776]",30001778,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,2.9349750061338285e+17,4.348097050963335e+16,1.3981561613766435e+17
20000305,Ani,2017-11-10T01:06:49.678568,10000042,Metropolis,D1,0.562379777431488,Barkrik,40132236,"[30002073, 30002068, 30002074, 30002069, 30002075]",30002071,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.2744297529192208e+17,4.570334857910316e+16,4.948892280996964e+16
20000146,I3-2J0,2017-11-10T01:06:49.678568,10000011,Great Wildlands,I,-0.12340212613344193,K-IYNW,40063555,"[30000998, 30000626, 30002489]",30001000,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,9.956425843086021e+16,3.5580091575877684e+16,-2.486340477122829e+16
20000321,IJE6-J,2017-11-10T01:06:49.678568,10000025,Immensea,I4,-0.6099379658699036,RU-PT9,40139113,"[30004871, 30002182]",30002183,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,7.55489507049983e+16,-6274914671140191.0,-2.588278570810176e+17
20000343,ICH-B6,2017-11-10T01:06:49.678568,10000027,Etherium Reach,K4,-0.050376616418361664,9QS5-C,40148828,"[30002340, 30002338, 30002341]",30002339,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,1.617014750987249e+17,3.910331374203125e+16,5.085094767283955e+16
20000430,A21H-Z,2017-11-10T01:06:49.678568,10000035,Deklein,H3,-0.5148162841796875,O-2RNZ,40186228,"[30002933, 30002937]",30002935,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-3.187496089444007e+17,8.692584327902181e+16,3.1259874107698624e+17
20000159,E6EO-H,2017-11-10T01:06:49.678568,10000013,Malpais,K3,-0.24153165519237518,X1W-AL,40069327,"[30001083, 30001087]",30001086,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,1.4950061620207267e+17,7.184043883958622e+16,1.1748002688472147e+17
20000360,ZYL-FT,2017-11-10T01:06:49.678568,10000029,Geminate,H,-0.20789964497089386,NQ-9IH,40155901,"[30002452, 30002453, 30002422]",30002451,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-4.5131708622399224e+16,8.154698852917773e+16,1.383430880300627e+17
20000430,A21H-Z,2017-11-10T01:06:49.678568,10000035,Deklein,H4,-0.5797578692436218,0V0R-R,40186124,"[30002932, 30002936]",30002934,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-3.070994528119043e+17,8.970618929731237e+16,3.280964008823268e+17
20000159,E6EO-H,2017-11-10T01:06:49.678568,10000013,Malpais,K4,-0.2883337438106537,C-KW6X,40069257,[30001083],30001085,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,1.360982547646388e+17,6.763147380106719e+16,1.1725947651888378e+17
20000200,Haurala,2017-11-10T01:06:49.678568,10000016,Lonetrek,C,0.7277339100837708,Kino,40087443,"[30002798, 30001371]",30001372,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.6091547152640787e+17,6.7043767919059016e+16,1.2510750589804909e+17
20000087,4-QV2L,2017-11-10T01:06:49.678568,10000006,Wicked Creek,I2,-0.4495411813259125,LKZ-CY,40037421,"[30000602, 30000585, 30000600]",30000599,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,8.230335072193598e+16,1.7130054935205976e+16,-1.7700542960424928e+17
20000288,R-IZDC,2017-11-10T01:06:49.678568,10000022,Stain,,-0.18592551350593567,XFBE-T,40125105,"[30001961, 30001960, 30001956]",30001958,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.1962420005519424e+17,7.956830520573602e+16,-2.8646646176893312e+17
20000088,GU-JZ1,2017-11-10T01:06:49.678568,10000006,Wicked Creek,I1,-0.34215253591537476,B-WQDP,40038141,"[30000554, 30000608]",30000610,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,9.092611301203355e+16,-2632625388915075.0,-1.3961784987015408e+17
20000146,I3-2J0,2017-11-10T01:06:49.678568,10000011,Great Wildlands,I,-0.02654360979795456,N-RAEL,40063536,"[30000997, 30003471, 30000996]",30000999,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,7.891593575695882e+16,1.9731243423269576e+16,-3.6379675817861544e+16
20000389,Coriault,2017-11-10T01:06:49.678568,10000032,Sinq Laison,B,0.8754401206970215,Botane,40169359,"[30002656, 30002657, 30002640, 30002658, 30005203, 30002660, 30002659]",30002661,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.927363303030199e+17,5.168531716457777e+16,2.676985518531231e+16
